ID,N_replicates,N_chains,Seeds,ipTM_LCB,Sum_CONTACTS,CONTACTS_HBOND,CONTACTS_SALT_BRIDGE,CONTACTS_HYDROPHOBIC,CONTACTS_DISULFIDE,CONTACTS_VDW,BSA_INT_PROTO,SD_THETA_ROT,S_PROTO,D_APEX,SD_THETA_APEX,THETA_APEX_mean,THETA_APEX_sd,L_APEX_mean,L_APEX_sd,H_ABS_mean,H_ABS_sd,MU_H_mean,MU_H_sd,ALPHA1_LINEARITY_mean,ALPHA1_LINEARITY_sd,ALPHA1_PLDDT_mean,ALPHA1_PLDDT_sd,D_MHD_P_mean,D_MHD_P_sd,D_CC_NB_LINKER_mean,D_CC_NB_LINKER_sd,L_CC_NB_LINKER_mean,L_CC_NB_LINKER_sd,ipTM_mean,ipTM_sd,Sum_CONTACTS_mean,Sum_CONTACTS_sd,CONTACTS_HBOND_mean,CONTACTS_HBOND_sd,CONTACTS_SALT_BRIDGE_mean,CONTACTS_SALT_BRIDGE_sd,CONTACTS_HYDROPHOBIC_mean,CONTACTS_HYDROPHOBIC_sd,CONTACTS_DISULFIDE_mean,CONTACTS_DISULFIDE_sd,CONTACTS_VDW_mean,CONTACTS_VDW_sd,BSA_INT_PROTO_mean,BSA_INT_PROTO_sd,SD_THETA_ROT_mean,SD_THETA_ROT_sd,SD_THETA_APEX_mean,SD_THETA_APEX_sd,S_PROTO_mean,S_PROTO_sd,D_APEX_mean,D_APEX_sd
goc_00000000010_solanum_candolleanum_helixer_c410_h2_chr4_2_003224_1_cnl,3,6,"[1, 2, 3]",0.260108,-8.173796,-0.031424,-0.011782,-0.076497,0.0,-9.451198,1177.099652,0.383697,0.200472,48.060861,1.781177,32.103333,24.622192,32.0,0.0,-0.285142,0.017014,0.1015,0.0,0.964622,0.003492,56.176111,8.081937,13.361111,1.969914,23.248333,15.140513,12.666667,2.081666,0.433333,0.15308,94.411343,90.654425,8.907503,7.899325,6.835556,6.050988,18.04735,16.016032,0.0,0.0,60.18815,61.54025,1719.432955,479.259609,0.248967,0.119061,0.7572,0.904888,0.126333,0.065516,42.686667,4.749172
goc_00000000010_solanum_candolleanum_helixer_c410_h2_chr4_2_003389_1_cnl,3,6,"[1, 2, 3]",0.409497,46.127357,3.667789,2.278707,13.534387,0.0,26.064541,588.957519,27.942972,0.103718,42.908451,0.408692,45.199444,2.009551,21.0,0.0,-0.431123,0.014447,0.2857,0.0,0.939178,0.001669,79.146667,9.355759,30.96,2.044436,25.647778,3.898784,12.333333,2.886751,0.54,0.115326,132.895342,76.676816,10.91083,6.400671,3.20503,0.818591,39.341614,22.805831,0.0,0.0,78.528164,46.362072,1537.781464,838.475143,9.640633,16.173765,0.273733,0.119263,0.079333,0.021548,28.51,12.723903
goc_00000000011_solanum_candolleanum_helixer_c497_h1_chr3_1_000035_1_nl,3,6,"[1, 2, 3]",0.181015,-8.095577,-0.359508,-0.366996,-3.328,0.0,-3.896432,62.468027,35.153362,0.919196,80.873911,5.45016,52.061667,29.1163,21.0,0.0,-0.332152,0.165884,0.3159,0.0,0.906089,0.01696,45.999444,4.251319,12.668333,1.849169,8.369444,1.467633,-2.666667,5.859465,0.35,0.149332,8.432893,14.606199,0.374487,0.648631,0.382287,0.662141,3.466667,6.004443,0.0,0.0,4.058783,7.030019,1276.474927,1072.817159,17.0322,16.01366,2.224,2.327796,0.420667,0.44055,68.95,10.537153
goc_00000000011_solanum_candolleanum_helixer_c497_h1_chr4_1_000063_1_cnl,3,6,"[1, 2, 3]",0.595123,53.291016,9.111689,4.656169,4.393799,0.0,34.155366,656.734486,0.404743,0.234705,52.546184,0.39852,49.320556,3.0931,21.0,0.0,-0.329745,0.048467,0.2565,0.0,0.931617,0.005838,81.049444,3.163067,15.066667,0.129454,12.226667,10.540157,5.0,6.928203,0.663333,0.060277,111.405946,51.356128,13.021786,3.455351,7.947955,2.908949,20.707033,14.415995,0.0,0.0,68.04363,29.947038,1136.047768,423.568856,0.262833,0.125405,0.2716,0.112159,0.133667,0.089288,37.256667,13.511337
goc_00000000011_solanum_candolleanum_helixer_c497_h1_chr4_1_000082_1_cnl,3,6,"[1, 2, 3]",0.780133,256.674848,21.574076,20.215695,54.949704,0.0,155.427674,2116.675656,0.262471,0.118741,18.550536,0.209858,43.9,0.378818,19.0,0.0,0.042284,0.021621,0.2768,0.0,0.924039,0.000636,83.73,0.200395,15.158333,0.060987,21.793889,2.630964,10.0,0.0,0.786667,0.005774,278.976744,19.708172,22.78248,1.067866,22.68,2.177705,64.456984,8.401577,0.0,0.0,167.029652,10.252661,2174.547806,51.141583,0.1492,0.100098,0.200233,0.008505,0.069333,0.043662,18.08,0.415812
goc_00000000012_solanum_candolleanum_helixer_c497_h2_chr4_2_000062_1_cnl,3,6,"[1, 2, 3]",0.616995,216.159694,20.866097,4.633797,47.479096,0.0,140.893558,2259.667147,0.230934,0.066785,47.913195,,,,,,-0.288502,0.095645,,,,,,,17.700556,0.556707,16.265556,10.922822,6.666667,5.773503,0.68,0.055678,232.633284,14.557702,22.752634,1.667132,7.805302,2.802657,50.977923,3.091912,0.0,0.0,149.752618,7.828746,2430.378516,150.857533,0.1738,0.05049,,,0.049,0.015716,35.65,10.836978
goc_00000000012_solanum_candolleanum_helixer_c497_h2_chr4_2_000065_1_cnl,3,6,"[1, 2, 3]",0.584855,38.551649,2.183503,1.515072,8.864029,0.0,24.750163,382.168767,55.767759,0.15849,41.304,0.319429,42.409444,3.249248,21.0,0.0,-0.015383,0.017148,0.249,0.0,0.911144,0.001696,78.115556,1.804569,14.725556,0.049141,14.755556,12.810575,4.444444,4.717972,0.613333,0.025166,110.334041,63.434056,10.750704,7.570831,6.896473,4.755541,20.231347,10.045292,0.0,0.0,71.874471,41.643722,1208.784907,730.48018,18.9409,32.543873,0.268233,0.045242,0.106667,0.045797,40.52,0.69282
goc_00000000012_solanum_candolleanum_helixer_c497_h2_chr4_2_003242_1_cnl,3,6,"[1, 2, 3]",0.719381,210.487063,16.843054,9.998087,54.705746,0.0,124.625917,1895.10093,0.12749,0.067983,20.977589,0.443692,45.887222,0.249957,21.0,0.0,-0.304038,0.029501,0.2857,0.0,0.939417,0.000693,86.655556,0.510322,15.009444,0.16943,22.315,0.426234,12.0,0.0,0.736667,0.015275,235.031645,21.690032,19.591019,2.428375,10.761436,0.674572,63.684949,7.934916,0.0,0.0,140.046017,13.626733,1968.589993,64.94224,0.091433,0.031864,0.328433,0.101854,0.047667,0.017954,20.293333,0.604676
gca_003996215_1_jaltomata_sinuosa_helixer_qjpp01001184_1_000001_1_cnl,3,6,"[1, 2, 3]",0.580581,76.158234,6.27209,8.868206,5.122691,0.0,50.902281,1372.612206,0.332673,0.136649,52.094192,0.280283,46.471667,3.58775,21.0,0.0,-0.242337,0.055849,0.3148,0.0,0.928983,0.008117,75.99,4.665514,15.131111,0.14036,20.416667,18.267411,10.666667,10.40833,0.653333,0.064291,162.028128,75.883173,12.267766,5.298375,13.14671,3.780911,36.241509,27.499681,0.0,0.0,99.335337,42.800262,1793.531017,371.965697,0.2096,0.10876,0.206233,0.065438,0.084333,0.046231,35.17,14.955899
goc_00000000013_solanum_candolleanum_helixer_c462_h1_chr4_1_002800_1_cnl,3,6,"[1, 2, 3]",0.378189,-10.184561,-0.441584,-0.906916,-2.176029,0.0,-6.619221,1225.306664,0.260898,0.13672,85.793654,,,,31.0,0.0,-0.32279,0.031125,0.2108,0.0,0.728333,0.138493,58.161111,4.539886,14.563889,0.13293,13.786667,0.645732,4.0,0.0,0.406667,0.025166,14.36021,21.690199,0.459983,0.796714,0.944704,1.636275,2.762674,4.36433,0.0,0.0,10.007853,14.693336,1605.786939,336.230188,0.200867,0.053049,,,0.123,0.012124,59.686667,23.070729
goc_00000000013_solanum_candolleanum_helixer_c462_h1_chr4_1_003249_1_cnl,3,6,"[1, 2, 3]",0.6104,25.292003,1.637106,3.51549,6.312987,0.0,13.316816,440.308509,27.931722,0.226227,25.403739,0.368184,45.711111,0.577005,20.0,0.0,-0.323929,0.045383,0.3701,0.0,0.931383,0.000637,79.636111,0.311851,15.129444,0.48754,12.063333,10.418008,5.111111,6.834011,0.63,0.017321,112.705854,77.247566,8.344061,5.926931,10.560379,6.225565,24.655364,16.209148,0.0,0.0,68.106094,48.417251,1336.491501,791.956365,9.6401,16.164295,0.2474,0.106736,0.149667,0.067656,24.533333,0.769177
goc_00000000014_solanum_candolleanum_helixer_c462_h2_chr5_2_000165_1_cnl,3,6,"[1, 2, 3]",0.73,137.1907,6.4912,12.749026,40.114416,0.0,73.999478,2314.142294,0.224478,0.075415,20.855887,0.372092,44.531111,0.67679,21.0,0.0,-0.35382,0.107379,0.1918,0.0,0.938844,0.000501,88.259444,0.229313,14.915,0.059465,8.618889,4.564679,1.333333,2.886751,0.73,0.0,181.170101,38.86457,11.613333,4.526426,17.270308,3.995455,45.633464,4.877179,0.0,0.0,106.082347,28.351612,2579.537351,234.529451,0.1488,0.066876,0.195433,0.156113,0.056333,0.016862,20.623333,0.205508
goc_00000000015_solanum_candolleanum_helixer_c413_h1_chr1_1_001161_1_cnl,3,6,"[1, 2, 3]",0.780133,244.046558,21.185674,16.465406,49.462265,0.0,146.550667,2391.387308,0.095207,0.040824,20.872946,,,,,,-0.124243,0.083408,,,,,,,14.929444,0.071226,5.387778,2.735696,-2.0,3.464102,0.786667,0.005774,253.809371,8.627392,24.016258,2.501386,17.617778,1.01835,53.339852,3.426621,0.0,0.0,157.64781,9.806538,2641.87536,221.356139,0.071467,0.020979,,,0.031333,0.008386,20.613333,0.22942
goc_00000000016_solanum_candolleanum_helixer_c413_h2_chr4_2_000088_1_cnl,3,6,"[1, 2, 3]",0.6568,172.61255,12.959158,10.249186,33.400181,0.0,109.111724,1604.257623,0.13281,0.048935,44.259583,0.286509,41.277778,2.114645,21.0,0.0,-0.150285,0.024212,0.2462,0.0,0.91605,0.014938,77.165556,0.597833,14.728333,0.167357,10.329444,5.629313,2.333333,3.785939,0.663333,0.005774,195.648674,20.357009,16.92292,3.502774,19.189589,7.900629,41.121067,6.822942,0.0,0.0,117.442765,7.362136,1687.613644,73.661666,0.072233,0.053532,0.236133,0.044517,0.038667,0.009074,42.233333,1.790596
goc_00000000016_solanum_candolleanum_helixer_c413_h2_chr4_2_000099_1_cnl,3,6,"[1, 2, 3]",0.770133,19.668753,1.824074,0.08117,4.928777,0.0,11.269608,162.44214,44.094166,0.059601,22.138243,0.270129,46.683333,0.598514,21.0,0.0,-0.11304,0.01058,0.2771,0.0,0.939411,0.000113,85.587222,0.53812,14.963333,0.10729,28.526111,1.843995,15.0,0.0,0.776667,0.005774,179.894484,141.591381,15.808099,12.357675,14.279687,12.547221,43.752268,34.308295,0.0,0.0,105.362821,83.150116,1519.711238,1199.417876,14.963567,25.742693,0.220733,0.043651,0.047,0.011136,21.363333,0.684787
goc_00000000016_solanum_candolleanum_helixer_c413_h2_chr4_2_003201_1_cnl,3,6,"[1, 2, 3]",0.503315,18.556194,2.861866,4.978913,-1.886035,0.0,10.373777,334.894468,27.90597,0.138458,58.786809,2.705511,33.559444,19.631729,32.0,0.0,-0.102043,0.091128,0.0943,0.0,0.962911,0.006091,63.597222,22.473267,15.086111,0.235952,8.333333,6.626001,0.333333,5.859465,0.6,0.08544,162.512914,127.214466,16.113915,11.710827,13.303082,7.356063,34.377498,32.046062,0.0,0.0,97.769893,77.231895,1469.189354,1002.3757,9.520767,16.246993,1.091467,1.42633,0.084,0.048125,41.883333,14.937591
goc_00000000018_solanum_candolleanum_helixer_c574_h2_chr4_2_000062_1_cnl,3,6,"[1, 2, 3]",0.330846,-1.406802,0.059881,-0.431384,-0.086196,0.0,-1.474298,1651.415525,0.350217,0.120815,46.199971,0.794888,57.184444,27.178444,20.0,0.0,-0.042334,0.179935,0.226,0.0,0.932239,0.001787,72.298333,9.043831,16.949444,0.735059,12.217778,8.145103,4.333333,4.041452,0.386667,0.049329,82.329954,73.998121,8.433993,7.400198,0.28,0.628649,21.519155,19.092636,0.0,0.0,51.404146,46.728649,2793.171311,1008.968893,0.2961,0.047823,0.545733,0.220177,0.078333,0.037541,28.656667,15.503007
goc_00000000019_solanum_candolleanum_helixer_c419_h1_chr4_1_000073_1_cnl,3,6,"[1, 2, 3]",0.644855,297.939485,20.168382,17.786303,76.247095,0.0,163.294496,2382.000287,0.130427,0.0878,21.073763,0.294398,37.133333,6.20466,19.0,0.0,-0.102193,0.099498,0.3026,0.0,0.923744,0.001668,76.622778,2.503088,15.293889,0.057405,18.561111,1.06,9.666667,1.154701,0.673333,0.025166,305.307107,6.510763,25.137018,4.390781,21.936215,3.667275,85.857838,8.493008,0.0,0.0,170.54683,6.408883,2483.350714,89.56331,0.114367,0.014192,0.201067,0.082477,0.054667,0.02928,17.153333,3.464482
goc_00000000020_solanum_candolleanum_helixer_c419_h2_chr4_2_000068_1_cnl,3,6,"[1, 2, 3]",0.624736,175.900068,16.405607,3.02235,35.433129,0.0,108.101881,2298.586884,0.363259,0.137593,17.759384,,,,,,-0.224217,0.052297,,,,,,,16.966667,0.380011,28.747778,18.686298,10.666667,13.796135,0.67,0.04,202.182858,23.226085,17.673207,1.120178,4.280086,1.111461,47.789406,10.919235,0.0,0.0,130.914144,20.159182,2420.161019,107.434989,0.181,0.161062,,,0.079667,0.051189,16.39,1.210124
gca_003996215_1_jaltomata_sinuosa_helixer_qjpp01001184_1_000003_1_cnl,3,6,"[1, 2, 3]",0.522753,65.502417,5.065506,0.978679,11.619949,0.0,45.650392,2227.000669,0.164765,0.101743,42.65637,0.492103,47.348333,5.933996,20.0,0.0,-0.436744,0.044475,0.3229,0.0,0.933889,0.00127,78.751111,14.233021,17.435556,0.533128,41.475556,3.935662,20.333333,2.886751,0.663333,0.124231,204.397876,122.741832,23.003023,15.851372,7.885928,6.103932,39.965792,25.049205,0.0,0.0,132.271612,76.547119,2489.800251,232.235831,0.128033,0.032459,0.3149,0.156594,0.081,0.01833,28.15,12.819271
goc_00000000020_solanum_candolleanum_helixer_c419_h2_chr4_2_000071_1_cnl,3,6,"[1, 2, 3]",0.361474,81.238422,4.470719,5.63845,25.022797,0.0,45.743925,1297.809464,0.315909,0.146123,22.014984,0.576411,47.000556,0.710548,21.0,0.0,-0.263375,0.015234,0.2565,0.0,0.938906,0.000518,80.505556,1.179686,,,9.046111,0.831869,-6.333333,0.57735,0.49,0.113578,155.594006,65.707984,11.668154,6.36037,7.311154,1.478167,45.908139,18.456364,0.0,0.0,90.095668,39.193609,2388.834418,964.138088,0.214133,0.089939,0.284867,0.257638,0.095,0.045177,21.126667,0.785005
goc_00000000021_solanum_candolleanum_helixer_c422_h1_chr4_1_000079_1_cnl,3,6,"[1, 2, 3]",0.6868,187.786178,14.21491,13.605267,51.348519,0.0,99.694918,1638.28294,0.365535,0.134568,23.48075,0.941067,37.768333,11.266864,21.0,0.0,-0.153853,0.06446,0.2597,0.0,0.939278,0.000829,78.006111,3.133977,15.330556,0.176323,29.033889,0.520068,15.0,0.0,0.693333,0.005774,192.712151,4.353079,14.813776,0.529218,15.088932,1.311114,57.201246,5.172052,0.0,0.0,104.618765,4.351201,1863.649734,199.156499,0.238833,0.111966,0.476033,0.41095,0.088333,0.040857,21.483333,1.765116
goc_00000000021_solanum_candolleanum_helixer_c422_h1_chr4_1_000188_1_cnl,3,6,"[1, 2, 3]",0.309778,-10.914163,-1.026881,-1.029179,-2.276745,0.0,-6.573072,1216.795248,0.125868,0.092764,36.71066,,,,,,-0.451867,0.042262,,,,,,,,,25.325,20.69115,9.444444,12.258028,0.446667,0.120968,116.496982,112.593152,11.168889,10.777395,7.965967,7.949006,24.684531,23.825663,0.0,0.0,72.166498,69.582111,1595.949991,335.058815,0.107833,0.015937,,,0.069,0.021,33.64,2.71354
goc_00000000022_solanum_candolleanum_helixer_c422_h2_chr4_2_000071_1_cnl,3,6,"[1, 2, 3]",0.2368,0.0,0.0,0.0,0.0,0.0,0.0,6.506552,43.055749,2.922852,73.174579,35.31166,40.760556,24.919455,21.0,0.0,-0.278757,0.067093,0.2809,0.0,0.922156,0.020754,46.465,3.829068,11.029444,0.428545,15.409444,10.322627,5.666667,4.932883,0.243333,0.005774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.436896,230.583987,36.707767,5.609709,24.40475,7.869745,2.223,0.618459,66.69,5.730419
goc_00000000022_solanum_candolleanum_helixer_c422_h2_chr4_2_000098_1_cnl,3,6,"[1, 2, 3]",0.211575,-75.232052,-5.881584,-4.638058,-19.381958,0.0,-44.541164,737.267407,52.396765,0.301971,124.703077,1.397068,42.714444,34.173333,21.0,0.0,-0.222159,0.018459,0.2809,0.0,0.936906,0.000688,57.699444,16.731357,13.677778,2.210959,22.36,5.76007,8.666667,1.154701,0.37,0.14,78.36672,135.735141,6.12665,10.611669,4.83131,8.368074,20.189539,34.969308,0.0,0.0,46.397046,80.362042,1911.746674,1037.886614,17.747,30.619977,0.768767,0.555229,0.146333,0.137537,54.186667,62.315309
goc_00000000024_solanum_candolleanum_helixer_c423_h2_chr4_2_000193_1_cnl,3,6,"[1, 2, 3]",0.5236,137.121318,10.413094,16.45144,23.263339,0.0,83.088579,1852.598849,0.298742,0.124366,41.181872,0.365299,40.082778,7.087913,32.0,0.0,-0.218245,0.04646,0.1015,0.0,0.959372,0.003043,54.917222,0.963387,14.472222,0.17846,7.674444,1.550862,2.166667,0.288675,0.536667,0.011547,167.84015,27.146212,14.675642,3.766811,18.536202,1.842302,24.800118,1.358051,0.0,0.0,108.305165,22.283882,1921.186245,60.61064,0.210367,0.078097,0.243067,0.108017,0.079667,0.039501,40.153333,0.908919
goc_00000000028_solanum_tuberosum_helixer_c001_h2_chr4_2_000190_1_cnl,3,6,"[1, 2, 3]",0.5436,187.011784,13.898539,10.317568,37.107048,0.0,120.306309,2311.163457,0.112946,0.070842,42.54602,0.177602,43.093889,5.781672,32.0,0.0,-0.153923,0.036571,0.1015,0.0,0.962672,0.002553,50.518889,5.098858,14.752222,0.202706,17.972222,4.954998,-4.333333,10.692677,0.556667,0.011547,199.641668,11.161021,15.710358,1.601103,13.694774,2.984435,39.015948,1.686894,0.0,0.0,130.242313,8.780441,2328.786218,15.573224,0.0879,0.022133,0.163533,0.012433,0.055,0.014,39.406667,2.774245
goc_00000000030_solanum_tuberosum_helixer_c005_h2_chr4_2_000064_1_cnl,3,6,"[1, 2, 3]",0.607368,96.215762,8.463208,5.131541,23.220783,0.0,57.609735,1591.032223,0.13276,0.094312,52.378649,0.328457,43.391111,9.369174,21.0,0.0,-0.266135,0.020045,0.2565,0.0,0.930594,0.001698,68.389444,9.612026,14.760556,0.076382,24.453889,2.47306,11.944444,2.083889,0.63,0.02,195.989134,88.169668,19.715415,9.943568,13.269499,7.191508,42.604821,17.129662,0.0,0.0,118.831077,54.101263,1975.235945,339.520596,0.111567,0.018728,0.274333,0.047829,0.061333,0.029143,47.286667,4.499781
goc_00000000030_solanum_tuberosum_helixer_c005_h2_chr4_2_000068_1_cnl,3,6,"[1, 2, 3]",0.668684,162.012171,14.010782,11.395689,21.858658,0.0,105.530717,1422.99718,0.218826,0.126844,41.198481,0.354225,38.482222,0.897065,21.0,0.0,-0.237344,0.015011,0.2855,0.0,0.916233,0.003693,79.755556,0.741662,14.977222,0.064385,7.013889,2.273867,-4.5,0.866025,0.68,0.01,172.918397,9.637825,17.027753,2.666095,15.591154,3.707529,25.476156,3.19678,0.0,0.0,113.32239,6.885497,1635.756141,188.014964,0.144133,0.066006,0.288433,0.05814,0.080333,0.041102,40.553333,0.570117
goc_00000000031_solanum_tuberosum_helixer_c025_h1_chr4_1_000065_1_cnl,3,6,"[1, 2, 3]",0.591471,140.452474,16.278803,4.923713,20.751929,0.0,94.73709,2226.345683,0.318593,0.101268,46.022577,0.312828,42.305,1.505623,21.0,0.0,-0.245341,0.046626,0.1981,0.0,0.936206,0.004511,76.183889,10.3101,17.267222,0.429681,30.238889,18.372723,14.666667,10.969655,0.673333,0.072342,208.067145,59.751044,24.0135,6.835147,6.020577,0.969298,40.614803,17.552809,0.0,0.0,136.225205,36.663022,2360.360117,118.428474,0.217833,0.089041,0.2603,0.046419,0.073,0.02498,28.133333,15.808714
gca_003996215_1_jaltomata_sinuosa_helixer_qjpp01001467_1_000026_1_cnl,3,6,"[1, 2, 3]",0.564,126.709821,12.645393,14.066222,9.913946,0.0,88.450869,1500.163036,0.220744,0.091003,42.637979,,,,,,-0.166715,0.13841,,,,,,,14.612222,0.279386,16.495,3.384733,5.666667,0.57735,0.596667,0.028868,158.061801,27.705726,15.037654,2.11404,17.020577,2.610762,23.680172,12.165205,0.0,0.0,101.456045,11.492666,1636.764365,120.714512,0.145433,0.066552,,,0.068333,0.020033,41.836667,0.70812
goc_00000000031_solanum_tuberosum_helixer_c025_h1_chr4_1_000071_1_cnl,3,6,"[1, 2, 3]",0.669777,235.212803,16.254516,9.328201,50.232969,0.0,146.183699,2245.046741,0.128951,0.063975,23.50348,0.475133,45.745,0.29654,19.0,0.0,-0.196816,0.057569,0.3849,0.0,0.925478,3.5e-05,83.124444,0.891667,16.655556,0.64244,20.584444,6.185032,10.0,3.464102,0.693333,0.020817,238.179243,2.621441,21.313274,4.470422,12.636471,2.923516,55.440095,4.601534,0.0,0.0,147.288047,0.975912,2414.879865,150.081428,0.1065,0.01984,0.263567,0.186961,0.050333,0.012055,22.67,0.736546
goc_00000000036_solanum_tuberosum_helixer_c093_h2_chr4_2_003127_1_cnl,3,6,"[1, 2, 3]",0.73311,182.246893,18.191233,8.128566,45.568118,0.0,109.040324,1776.138079,0.219522,0.115781,21.065527,0.324,45.911667,0.18755,21.0,0.0,-0.302013,0.016178,0.2857,0.0,0.938083,0.000477,87.825,0.465352,15.252222,0.182394,27.758889,0.192284,14.0,0.0,0.756667,0.020817,218.072221,31.658821,20.352417,1.909837,9.437238,1.156473,58.392871,11.333226,0.0,0.0,128.39848,17.106791,1877.926367,89.950249,0.147567,0.063587,0.250367,0.06507,0.082667,0.029263,20.383333,0.602854
goc_00000000038_solanum_tuberosum_helixer_c027_h2_chr4_2_000071_1_cnl,3,6,"[1, 2, 3]",0.591471,153.638615,9.9782,8.01451,50.788576,0.0,78.761036,1766.581129,0.182023,0.107855,44.484231,0.492571,47.327778,0.545895,21.0,0.0,-0.218386,0.174296,0.3202,0.0,0.936406,0.005896,81.661667,5.401798,14.915,0.31301,24.370556,4.013577,11.0,2.645751,0.673333,0.072342,189.906394,32.049814,11.751439,1.56701,16.54447,7.537921,55.382317,4.059486,0.0,0.0,105.074413,23.253115,1993.871503,200.856365,0.163667,0.016221,0.274967,0.192297,0.086,0.019313,30.08,12.72901
goc_00000000039_solanum_tuberosum_helixer_c098_h1_chr4_1_000174_1_cnl,3,6,"[1, 2, 3]",0.505242,40.083377,4.193079,2.6955,8.106564,0.0,23.149637,505.45249,27.882512,0.084978,46.44807,0.350074,45.212222,5.310756,32.0,0.0,-0.187482,0.080501,0.1015,0.0,0.964811,0.002735,63.515556,19.483975,14.587778,0.103311,15.525,1.133138,-5.666667,10.115994,0.606667,0.089629,172.863807,117.337985,13.156486,7.920957,7.638232,4.367889,44.132641,31.836222,0.0,0.0,107.223425,74.295955,1779.988077,1126.306323,9.5201,16.226852,0.259633,0.079923,0.050333,0.030616,35.626667,9.562867
goc_00000000041_solanum_tuberosum_helixer_c121_h1_chr4_1_000069_1_cnl,3,6,"[1, 2, 3]",0.341009,-4.097049,-0.230467,-0.748612,-2.667035,0.0,-2.041648,1335.33418,0.619447,0.236833,44.479702,0.584677,44.326667,2.052548,21.0,0.0,-0.171146,0.055443,0.2809,0.0,0.930144,0.014117,76.087778,5.273165,18.431111,6.198491,20.378889,2.861725,9.0,1.0,0.403333,0.055076,81.547399,75.683946,9.205915,8.338925,0.613333,1.20355,24.517806,24.023227,0.0,0.0,46.437588,42.841071,1637.422094,266.954906,0.381067,0.210657,0.3035,0.248476,0.157667,0.06996,28.953333,13.720643
goc_00000000051_solanum_tuberosum_helixer_c058_h1_chr4_1_003289_1_cnl,3,6,"[1, 2, 3]",0.69,218.747551,13.250983,17.773698,43.730949,0.0,138.218058,1990.143249,0.310431,0.155733,27.317242,0.279521,45.940556,0.24427,20.0,0.0,-0.366771,0.058094,0.3735,0.0,0.932689,0.001031,82.241111,1.310184,14.880556,0.108171,16.365,4.571718,4.0,10.392305,0.69,0.0,235.123451,14.471373,14.758713,1.33238,23.571258,5.1233,55.136424,10.079011,0.0,0.0,139.921391,1.505234,2096.05812,93.596907,0.206533,0.091814,0.225767,0.047502,0.107333,0.042771,25.393333,1.700157
gol_00000000003_solanum_tuberosum_helixer_e86_69_chr01_001162_1_cnl,3,6,"[1, 2, 3]",0.737368,216.28339,15.879327,11.197412,45.970578,0.0,122.051274,2141.960701,0.192783,0.073268,33.358078,,,,,,-0.157104,0.029179,,,,,,,14.798333,0.095496,10.633889,10.093941,3.5,5.220153,0.76,0.02,229.366512,11.561547,22.090654,5.488946,15.215098,3.550427,53.687708,6.819623,0.0,0.0,136.830976,13.060813,2268.450322,111.778801,0.111167,0.072125,,,0.053333,0.017616,26.743333,5.845446
gol_00000000003_solanum_tuberosum_helixer_e86_69_chr01_001163_1_cnl,3,6,"[1, 2, 3]",0.728684,231.888429,21.581854,15.226989,34.487922,0.0,152.031158,2427.712326,0.082244,0.039263,14.962232,0.238699,29.808889,0.039942,21.0,0.0,-0.391133,0.006293,0.2335,0.0,0.936578,0.001512,78.768889,1.813255,14.832222,0.055411,9.713889,0.786787,-6.333333,1.154701,0.74,0.01,243.926521,10.638055,24.963154,2.988053,18.997122,3.331664,42.898759,7.432652,0.0,0.0,155.655643,3.202955,2461.611503,29.956682,0.0658,0.014532,0.168233,0.062271,0.03,0.008185,14.543333,0.37018
gol_00000000003_solanum_tuberosum_helixer_e86_69_chr04_002874_1_cnl,3,6,"[1, 2, 3]",0.2368,0.0,0.0,0.0,0.0,0.0,0.0,173.438193,14.860975,1.946991,113.643198,26.686911,53.566667,4.553796,31.0,0.0,-0.116614,0.076953,0.1957,0.0,0.965211,0.002513,56.075556,0.770183,18.865556,3.150337,20.355,9.686914,6.777778,3.716829,0.243333,0.005774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.233381,539.759336,5.3145,8.436214,12.449633,12.581474,0.761333,1.047765,89.513333,21.323546
gol_00000000003_solanum_tuberosum_helixer_e86_69_hptg0064_000060_1_cnl,3,6,"[1, 2, 3]",0.520533,133.925459,13.263465,0.407718,28.967634,0.0,87.512294,1478.881566,0.237279,0.148425,37.968695,,,,,,-0.097896,0.015357,,,,,,,19.936111,5.376497,18.449444,14.521573,2.333333,16.165808,0.546667,0.023094,151.353585,15.401224,15.24933,1.754907,2.63391,1.967285,38.688437,8.590268,0.0,0.0,94.397313,6.084287,1960.59099,425.686325,0.191133,0.040779,,,0.11,0.033956,27.956667,8.847623
gca_003996215_1_jaltomata_sinuosa_helixer_qjpp01001675_1_000011_1_cnl,3,6,"[1, 2, 3]",0.710491,250.830998,16.689398,14.158868,68.962486,0.0,148.235293,1939.540467,0.277664,0.092844,41.700041,0.407484,45.148889,3.830002,21.0,0.0,-0.24035,0.024631,0.2655,0.0,0.929461,0.015918,81.91,7.070753,14.922778,0.042568,24.203333,0.138774,13.0,0.0,0.753333,0.037859,281.264086,26.893702,20.361441,3.244982,19.041886,4.31512,69.758849,0.703745,0.0,0.0,171.039574,20.15213,2011.514199,63.603143,0.1455,0.116794,0.2685,0.12282,0.069,0.021071,28.463333,11.69727
