#                                                                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
gob_00000000034_solanum_violaceum_helixer_chr4_000463_1_cnl                  -            494 MADA                 -             21   9.9e-09   30.3   5.7   1   2   2.1e-08   2.5e-08   29.0   0.8     1    21     1    21     1    21 0.98 -
gob_00000000034_solanum_violaceum_helixer_chr4_000463_1_cnl                  -            494 MADA                 -             21   9.9e-09   30.3   5.7   2   2       5.4       6.4    2.8   0.4    12    21    56    65    55    65 0.89 -
gca_029783415_1_anisodus_acutangulus_helixer_cm056493_1_001557_1_cnl         -            493 MADA                 -             21     1e-08   30.3   2.9   1   1     1e-08   1.2e-08   30.0   1.1     1    21     1    21     1    21 0.98 -
gob_00000000003_solanum_aethiopicum_helixer_chr7_002601_1_cnl                -            494 MADA                 -             21     1e-08   30.2   3.1   1   1   1.1e-08   1.3e-08   29.9   0.8     1    21     1    21     1    21 0.97 -
gob_00000000001_solanum_abutiloides_helixer_chr4_000454_1_cnl                -            496 MADA                 -             21     1e-08   30.2   1.8   1   1   8.6e-09     1e-08   30.2   1.8     1    21     1    21     1    21 0.98 -
gol_00000000004_solanum_palustre_helixer_pg0009_tig00065009_000356_1_cnl     -            494 MADA                 -             21   1.1e-08   30.2   1.2   1   1   2.9e-08   3.5e-08   28.6   1.2     1    21     1    21     1    21 0.97 -
gob_00000000010_solanum_giganteum_helixer_chr4_001917_1_cnl                  -            494 MADA                 -             21   1.1e-08   30.2   3.1   1   1   1.1e-08   1.3e-08   29.9   0.8     1    21     1    21     1    21 0.97 -
gob_00000000028_solanum_prinophyllum_helixer_chr4_000416_1_cnl               -            494 MADA                 -             21   1.1e-08   30.1   0.9   1   1   2.3e-08   2.8e-08   28.9   0.9     1    21     1    21     1    21 0.97 -
gob_00000000018_solanum_muricatum_helixer_chr4_002408_1_cnl                  -            494 MADA                 -             21   1.1e-08   30.1   1.9   1   1   2.6e-08   3.1e-08   28.7   1.9     1    21     1    21     1    21 0.98 -
gob_00000000033_solanum_torvum_helixer_chr4_002400_1_cnl                     -            475 MADA                 -             21   1.2e-08   30.0   1.1   1   1     1e-08   1.2e-08   30.0   1.1     1    21     1    21     1    21 0.98 -
gob_00000000001_solanum_abutiloides_helixer_chr4_002184_1_cnl                -            493 MADA                 -             21   1.2e-08   30.0   1.1   1   1     1e-08   1.2e-08   30.0   1.1     1    21     1    21     1    21 0.98 -
goz_00000000001_solanum_pimpinellifolium_helixer_4_000064_1_cnl              -            489 MADA                 -             21   1.3e-08   29.9   1.7   1   1   1.1e-08   1.3e-08   29.9   1.7     1    21     1    21     1    21 0.97 -
goc_00000000016_solanum_candolleanum_helixer_c413_h2_chr4_2_000088_1_cnl     -            493 MADA                 -             21   1.4e-08   29.8   1.6   1   1   1.2e-08   1.4e-08   29.8   1.6     1    21     1    21     1    21 0.98 -
gca_027789145_1_solanum_arcanum_helixer_cm050936_1_000254_1_cnl              -            490 MADA                 -             21   1.5e-08   29.7   0.3   1   1   3.8e-08   4.5e-08   28.2   0.3     1    20     1    20     1    21 0.95 -
gob_00000000002_physalis_grisea_helixer_chr4_001191_1_cnl                    -            491 MADA                 -             21   1.5e-08   29.7   0.3   1   1   4.1e-08   4.9e-08   28.1   0.3     1    21     1    21     1    21 0.98 -
gca_026929995_1_petunia_axillaris_helixer_cm049424_1_003663_1_cnl            -            494 MADA                 -             21   1.5e-08   29.7   0.5   1   1   3.8e-08   4.6e-08   28.2   0.5     1    21     1    21     1    21 0.98 -
gca_027704765_1_solanum_habrochaites_helixer_jakwja010002492_1_000063_1_cnl  -            488 MADA                 -             21   1.6e-08   29.7   2.5   1   1   1.3e-08   1.6e-08   29.7   2.5     1    21     1    21     1    21 0.97 -
gcf_000188115_5_solanum_lycopersicum_helixer_nc_015441_3_002606_1_cnl        -            505 MADA                 -             21   1.6e-08   29.6   0.3   1   1     4e-08   4.7e-08   28.2   0.3     1    20    16    35    16    36 0.95 -
gol_00000000021_solanum_candolleanum_helixer_pg5003_atg1221_000003_1_cnl     -            495 MADA                 -             21   1.6e-08   29.6   1.9   1   1     4e-08   4.7e-08   28.1   1.9     1    21     1    21     1    21 0.98 -
gol_00000000016_solanum_vernei_helixer_pg4036_atg0171_000074_1_cnl           -            496 MADA                 -             21   1.6e-08   29.6   2.5   1   1   1.3e-08   1.6e-08   29.6   2.5     1    21     1    21     1    21 0.97 -
gcf_947179165_1_solanum_dulcamara_helixer_nc_077246_1_001328_1_cnl           -            496 MADA                 -             21   1.6e-08   29.6   1.1   1   1   1.4e-08   1.6e-08   29.6   1.1     1    21     1    21     1    21 0.98 -
gca_025758845_1_solanum_galapagense_helixer_cm047060_1_000064_1_cnl          -            510 MADA                 -             21   1.6e-08   29.6   2.5   1   1   1.4e-08   1.6e-08   29.6   2.5     1    21     1    21     1    21 0.97 -
goa_00000000009_solanum_tuberosum_helixer_chr04_hap13_v2_000064_1_cnl        -            495 MADA                 -             21   1.7e-08   29.5   1.4   1   1   6.1e-08   7.2e-08   27.6   1.4     1    21     1    21     1    21 0.97 -
goa_00000000014_solanum_tuberosum_helixer_chr04_hap14_v2_000070_1_cnl        -            451 MADA                 -             21   1.7e-08   29.5   1.4   1   1   5.4e-08   6.5e-08   27.7   1.4     1    21     1    21     1    21 0.97 -
gca_964243065_1_solanum_nigrum_helixer_oz176032_1_000350_1_cnl               -            524 MADA                 -             21   1.7e-08   29.5   0.6   1   1   3.9e-08   4.6e-08   28.2   0.6     2    21    36    55    35    55 0.96 -
gol_00000000039_solanum_neorossii_helixer_pg6243_ptg0008_000171_1_cnl        -            469 MADA                 -             21   1.8e-08   29.4   1.1   1   1   3.8e-08   4.6e-08   28.2   1.1     1    21     1    21     1    21 0.98 -
goc_00000000041_solanum_tuberosum_helixer_c121_h1_chr4_1_000069_1_cnl        -            447 MADA                 -             21     2e-08   29.3   1.0   1   1   1.7e-08     2e-08   29.3   1.0     1    21     1    21     1    21 0.98 -
goc_00000000016_solanum_candolleanum_helixer_c413_h2_chr4_2_000099_1_cnl     -            494 MADA                 -             21   2.1e-08   29.2   0.7   1   1   1.8e-08   2.1e-08   29.2   0.7     1    21     1    21     1    21 0.97 -
gol_00000000031_solanum_tuberosum_helixer_pg6090_atg0297_000071_1_cnl        -            467 MADA                 -             21   2.1e-08   29.2   1.0   1   1   1.8e-08   2.1e-08   29.2   1.0     1    21     1    21     1    21 0.98 -
gca_000390325_3_nicotiana_tomentosiformis_helixer_cm066018_1_002041_1_cnl    -            493 MADA                 -             21   2.3e-08   29.2   1.1   1   1   5.4e-08   6.4e-08   27.7   1.1     1    21     1    21     1    21 0.97 -
goa_00000000003_solanum_tuberosum_helixer_chr04_hap14_v2_000064_1_cnl        -            494 MADA                 -             21   2.3e-08   29.2   1.4   1   1   6.1e-08   7.2e-08   27.6   1.4     1    21     1    21     1    21 0.97 -
gcf_019186545_1_solanum_stenotomum_helixer_nc_064286_1_001156_1_cnl          -            494 MADA                 -             21   2.3e-08   29.1   1.0   1   1   1.9e-08   2.3e-08   29.1   1.0     1    21     1    21     1    21 0.98 -
goa_00000000012_solanum_tuberosum_helixer_chr04_hap16_v2_000086_1_cnl        -            494 MADA                 -             21   2.3e-08   29.1   1.0   1   1   1.9e-08   2.3e-08   29.1   1.0     1    21     1    21     1    21 0.98 -
gol_00000000031_solanum_tuberosum_helixer_pg6090_atg0297_000076_1_cnl        -            494 MADA                 -             21   2.3e-08   29.1   1.0   1   1   1.9e-08   2.3e-08   29.1   1.0     1    21     1    21     1    21 0.98 -
goc_00000000022_solanum_candolleanum_helixer_c422_h2_chr4_2_000098_1_cnl     -            503 MADA                 -             21   2.3e-08   29.1   1.0   1   1   1.9e-08   2.3e-08   29.1   1.0     1    21     1    21     1    21 0.98 -
goc_00000000022_solanum_candolleanum_helixer_c422_h2_chr4_2_000071_1_cnl     -            518 MADA                 -             21   2.4e-08   29.1   1.0   1   1     2e-08   2.4e-08   29.1   1.0     1    21     1    21     1    21 0.98 -
gol_00000000010_solanum_chomatophilum_helixer_pg3005_atg0024_000082_1_cnl    -            493 MADA                 -             21   2.6e-08   28.9   1.2   1   1   2.2e-08   2.6e-08   28.9   1.2     1    21     1    21     1    21 0.97 -
gol_00000000003_solanum_tuberosum_helixer_e86_69_hptg0064_000064_1_cnl       -            494 MADA                 -             21   2.7e-08   28.9   1.2   1   1   2.2e-08   2.7e-08   28.9   1.2     1    21     1    21     1    21 0.97 -
gol_00000000043_solanum_tuberosum_helixer_pg6247_ptg0023_000078_1_cnl        -            494 MADA                 -             21   2.7e-08   28.9   1.2   1   1   2.2e-08   2.7e-08   28.9   1.2     1    21     1    21     1    21 0.97 -
gca_036553675_1_solanum_okadae_helixer_cm071681_1_000101_1_cnl               -            495 MADA                 -             21   2.7e-08   28.9   1.2   1   1   2.2e-08   2.7e-08   28.9   1.2     1    21     1    21     1    21 0.97 -
gca_031230405_1_solanum_verrucosum_helixer_cp133615_1_000063_1_cnl           -            494 MADA                 -             21     3e-08   28.8   0.8   1   1   2.5e-08     3e-08   28.8   0.8     1    21     1    21     1    21 0.98 -
gca_009827155_1_solanum_tuberosum_helixer_cp046685_1_000069_1_cnl            -            459 MADA                 -             21   3.2e-08   28.7   1.2   1   1   2.7e-08   3.2e-08   28.7   1.2     1    21     1    21     1    21 0.97 -
gcf_000226075_1_solanum_tuberosum_helixer_nw_006239629_1_000001_1_cnl        -            485 MADA                 -             21   3.3e-08   28.6   1.4   1   1   2.8e-08   3.3e-08   28.6   1.4     1    21     1    21     1    21 0.98 -
gob_00000000015_solanum_macrocarpon_helixer_chr1_000853_1_cnl                -            511 MADA                 -             21   3.3e-08   28.6   0.3   1   1   6.4e-08   7.6e-08   27.5   0.3     1    21    16    36    16    36 0.98 -
gol_00000000014_solanum_lignicaule_helixer_pg4017_ptg0066_000713_1_cnl       -            496 MADA                 -             21   3.4e-08   28.6   1.4   1   1   2.8e-08   3.4e-08   28.6   1.4     1    21     1    21     1    21 0.98 -
gob_00000000033_solanum_torvum_helixer_chr4_000624_1_cnl                     -            493 MADA                 -             21   3.4e-08   28.6   3.7   1   1   3.3e-08   3.9e-08   28.4   1.8     1    21     1    21     1    21 0.98 -
gon_00000000002_nicotiana_benthamiana_helixer_nbqld183c08_000808_1_cnl       -            458 MADA                 -             21   3.5e-08   28.6   1.2   1   1   7.9e-08   9.4e-08   27.2   1.2     1    21     1    21     1    21 0.98 -
goa_00000000002_solanum_tuberosum_helixer_chr04_hap13_v2_000064_1_cnl        -            494 MADA                 -             21   3.5e-08   28.6   1.2   1   1   2.9e-08   3.5e-08   28.6   1.2     1    21     1    21     1    21 0.97 -
gca_041222595_1_solanum_tuberosum_helixer_cm083533_1_003033_1_cnl            -            498 MADA                 -             21   3.5e-08   28.5   1.2   1   1     3e-08   3.5e-08   28.5   1.2     1    21     1    21     1    21 0.97 -
gca_041222595_1_solanum_tuberosum_helixer_cm083536_1_000739_1_cnl            -            498 MADA                 -             21   3.5e-08   28.5   1.2   1   1     3e-08   3.5e-08   28.5   1.2     1    21     1    21     1    21 0.97 -
gol_00000000010_solanum_chomatophilum_helixer_pg3005_atg0024_000088_1_cnl    -            511 MADA                 -             21   3.6e-08   28.5   1.2   1   1   3.1e-08   3.6e-08   28.5   1.2     1    21     1    21     1    21 0.97 -
gol_00000000020_solanum_multiinterruptum_helixer_pg4060_atg0320_000218_1_cnl -            494 MADA                 -             21   3.6e-08   28.5   1.5   1   1   8.2e-08   9.8e-08   27.2   1.0     1    21     1    21     1    21 0.97 -
gca_000715075_2_nicotiana_tabacum_helixer_cm065994_1_001619_1_cnl            -            514 MADA                 -             21   3.8e-08   28.4   1.3   1   1   1.4e-07   1.7e-07   26.4   1.3     1    21    16    36    16    36 0.95 -
gca_026929995_1_petunia_axillaris_helixer_cm049424_1_000485_1_cnl            -            493 MADA                 -             21   3.8e-08   28.4   0.7   1   1   8.9e-08   1.1e-07   27.0   0.7     1    21     1    21     1    21 0.98 -
gca_000390325_3_nicotiana_tomentosiformis_helixer_cm066025_1_000248_1_cnl    -            493 MADA                 -             21   3.8e-08   28.4   0.5   1   1   1.1e-07   1.3e-07   26.8   0.5     1    21     1    21     1    21 0.98 -
gca_010127505_1_solanum_tuberosum_helixer_cm020976_1_000169_1_cnl            -            470 MADA                 -             21   3.9e-08   28.4   1.2   1   1   8.2e-08   9.7e-08   27.2   1.2     1    21     1    21     1    21 0.98 -
gol_00000000027_solanum_tuberosum_helixer_pg6002_hptg0058_000188_1_cnl       -            477 MADA                 -             21   3.9e-08   28.4   1.2   1   1   8.3e-08   9.9e-08   27.1   1.2     1    21     1    21     1    21 0.98 -
gob_00000000002_physalis_grisea_helixer_chr12_000966_1_cnl                   -            494 MADA                 -             21   3.9e-08   28.4   1.2   1   1   8.7e-08     1e-07   27.1   1.2     1    21     1    21     1    21 0.98 -
gob_00000000001_solanum_abutiloides_helixer_chr5_002274_1_cnl                -            494 MADA                 -             21     4e-08   28.4   1.2   1   1   8.7e-08     1e-07   27.1   1.2     1    21     1    21     1    21 0.98 -
gca_018258275_1_solanum_commersonii_helixer_cm031110_1_000158_1_cnl          -            477 MADA                 -             21     4e-08   28.4   1.2   1   1   8.3e-08   9.9e-08   27.1   1.2     1    21     1    21     1    21 0.98 -
gob_00000000022_solanum_aethiopicum_helixer_chr5_001128_1_cnl                -            520 MADA                 -             21   4.1e-08   28.3   1.2   1   1   9.2e-08   1.1e-07   27.0   1.2     1    21     1    21     1    21 0.98 -
gca_003996215_1_jaltomata_sinuosa_helixer_qjpp01000008_1_000133_1_cnl        -            494 MADA                 -             21   4.1e-08   28.3   1.2   1   1   8.7e-08     1e-07   27.1   1.2     1    21     1    21     1    21 0.98 -
gca_030407365_1_solanum_americanum_helixer_cm059526_1_002497_1_cnl           -            494 MADA                 -             21   4.2e-08   28.3   1.2   1   1   8.7e-08     1e-07   27.1   1.2     1    21     1    21     1    21 0.98 -
gca_000710875_1_capsicum_annuum_helixer_cm002822_1_001604_1_cnl              -            494 MADA                 -             21   4.2e-08   28.3   1.2   1   1   8.7e-08     1e-07   27.1   1.2     1    21     1    21     1    21 0.98 -
gob_00000000010_solanum_giganteum_helixer_chr5_003787_1_cnl                  -            494 MADA                 -             21   4.2e-08   28.3   1.2   1   1   8.7e-08     1e-07   27.1   1.2     1    21     1    21     1    21 0.98 -
gob_00000000006_solanum_candidum_helixer_chr5_002093_1_cnl                   -            494 MADA                 -             21   4.3e-08   28.3   1.2   1   1   8.7e-08     1e-07   27.1   1.2     1    21     1    21     1    21 0.98 -
gca_036553675_1_solanum_okadae_helixer_cm071682_1_000185_1_cnl               -            503 MADA                 -             21   4.3e-08   28.3   1.2   1   1   8.9e-08   1.1e-07   27.1   1.2     1    21     1    21     1    21 0.98 -
gca_029948455_1_solanum_rostratum_helixer_cm057046_1_001839_1_cnl            -            519 MADA                 -             21   4.4e-08   28.3   1.2   1   1   9.2e-08   1.1e-07   27.0   1.2     1    21     1    21     1    21 0.98 -
gca_031232105_1_capsicum_rhomboideum_helixer_cp124709_1_002494_1_cnl         -            494 MADA                 -             21   4.4e-08   28.3   1.2   1   1   8.7e-08     1e-07   27.1   1.2     1    21     1    21     1    21 0.98 -
gob_00000000011_solanum_havanense_helixer_chr5_001893_1_cnl                  -            494 MADA                 -             21   4.4e-08   28.2   1.2   1   1   8.7e-08     1e-07   27.1   1.2     1    21     1    21     1    21 0.98 -
gol_00000000017_solanum_buesii_helixer_pg4041_ptg0007_000742_1_cnl           -            473 MADA                 -             21   4.5e-08   28.2   1.9   1   1   3.8e-08   4.5e-08   28.2   1.9     1    21     1    21     1    21 0.98 -
gca_018107945_1_datura_stramonium_helixer_jaceik010000219_1_000008_1_cnl     -            494 MADA                 -             21   4.5e-08   28.2   1.9   1   1     1e-07   1.2e-07   26.9   1.9     1    21     1    21     1    21 0.98 -
gca_003996215_1_jaltomata_sinuosa_helixer_qjpp01007209_1_000045_1_cnl        -            491 MADA                 -             21   4.5e-08   28.2   0.5   1   1   3.8e-08   4.5e-08   28.2   0.5     1    21     1    21     1    21 0.98 -
gca_031232105_1_capsicum_rhomboideum_helixer_cp124709_1_001719_1_cnl         -            492 MADA                 -             21   4.5e-08   28.2   0.5   1   1   3.8e-08   4.5e-08   28.2   0.5     1    21     1    21     1    21 0.98 -
goc_00000000014_solanum_candolleanum_helixer_c462_h2_chr5_2_000165_1_cnl     -            520 MADA                 -             21   4.6e-08   28.2   1.2   1   1   9.2e-08   1.1e-07   27.0   1.2     1    21     1    21     1    21 0.98 -
gca_031230405_1_solanum_verrucosum_helixer_cp133616_1_000176_1_cnl           -            524 MADA                 -             21   4.6e-08   28.2   1.2   1   1   9.3e-08   1.1e-07   27.0   1.2     1    21     1    21     1    21 0.98 -
gca_030864215_1_capsicum_pubescens_helixer_cm061548_1_002973_1_cnl           -            561 MADA                 -             21   4.8e-08   28.1   1.2   1   1     1e-07   1.2e-07   26.9   1.2     1    21     1    21     1    21 0.98 -
gca_041430385_1_lycium_ruthenicum_helixer_cm084487_1_001882_1_cnl            -            498 MADA                 -             21   4.8e-08   28.1   0.7   1   1   1.2e-07   1.5e-07   26.6   0.7     1    21     1    21     1    21 0.96 -
gca_030407385_1_solanum_americanum_helixer_cm059544_1_001883_1_cnl           -            504 MADA                 -             21   4.9e-08   28.1   1.9   1   1   4.1e-08   4.9e-08   28.1   1.9     1    20     1    20     1    21 0.96 -
gca_003996215_1_jaltomata_sinuosa_helixer_qjpp01007518_1_000113_1_cnl        -            492 MADA                 -             21     5e-08   28.1   1.0   1   1   1.3e-07   1.5e-07   26.5   1.0     1    21     1    21     1    21 0.98 -
gob_00000000016_solanum_mammosum_helixer_chr5_002891_1_cnl                   -            494 MADA                 -             21     5e-08   28.1   1.1   1   1   1.1e-07   1.3e-07   26.8   1.1     1    21     1    21     1    21 0.98 -
gob_00000000033_solanum_torvum_helixer_chr4_000628_1_cnl                     -            496 MADA                 -             21     5e-08   28.1   0.8   1   1   4.2e-08     5e-08   28.1   0.8     1    21     1    21     1    21 0.97 -
gol_00000000016_solanum_vernei_helixer_pg4036_atg0171_000076_1_cnl           -            494 MADA                 -             21   5.3e-08   28.0   0.8   1   1   4.4e-08   5.3e-08   28.0   0.8     1    21     1    21     1    21 0.97 -
gca_029783415_1_anisodus_acutangulus_helixer_cm056500_1_000394_1_cnl         -            494 MADA                 -             21   5.3e-08   28.0   1.2   1   1   1.1e-07   1.3e-07   26.8   1.2     1    21     1    21     1    21 0.98 -
gca_030864215_1_capsicum_pubescens_helixer_cm061548_1_002859_1_cnl           -            494 MADA                 -             21   5.6e-08   27.9   0.2   1   1   1.5e-07   1.8e-07   26.3   0.2     1    21     1    21     1    21 0.97 -
gcf_019175385_1_lycium_barbarum_helixer_nc_083347_1_001827_1_cnl             -            554 MADA                 -             21   5.6e-08   27.9   0.3   1   1   4.7e-08   5.6e-08   27.9   0.3     1    21    63    83    63    83 0.98 -
gos_00000000001_capsicum_annuum_helixer_chr00_007145_1_cnl                   -            494 MADA                 -             21   5.6e-08   27.9   0.2   1   1   1.5e-07   1.8e-07   26.3   0.2     1    21     1    21     1    21 0.97 -
gob_00000000018_solanum_muricatum_helixer_chr4_002409_1_cnl                  -            494 MADA                 -             21   5.9e-08   27.8   1.4   1   1   1.6e-07   1.9e-07   26.3   1.4     1    21     1    21     1    21 0.97 -
gob_00000000002_physalis_grisea_helixer_chr8_003528_1_cnl                    -            496 MADA                 -             21   5.9e-08   27.8   0.4   1   1   1.4e-07   1.7e-07   26.4   0.4     1    21     1    21     1    21 0.98 -
gca_026929995_1_petunia_axillaris_helixer_cm049421_1_004338_1_cnl            -            498 MADA                 -             21   6.1e-08   27.8   0.8   1   1   1.3e-07   1.5e-07   26.5   0.8     1    21     1    21     1    21 0.97 -
gol_00000000010_solanum_chomatophilum_helixer_pg3005_ptg0014_000077_1_cnl    -            494 MADA                 -             21   6.2e-08   27.8   2.5   1   1   5.2e-08   6.2e-08   27.8   2.5     1    21     1    21     1    21 0.97 -
gca_000393655_2_nicotiana_sylvestris_helixer_cm066006_1_002200_1_cnl         -            493 MADA                 -             21   6.3e-08   27.8   1.1   1   1   5.3e-08   6.3e-08   27.8   1.1     1    21     1    21     1    21 0.97 -
gca_000715095_1_nicotiana_tabacum_helixer_awok01s169090_1_000001_1_cnl       -            493 MADA                 -             21   6.3e-08   27.8   1.1   1   1   5.3e-08   6.3e-08   27.8   1.1     1    21     1    21     1    21 0.97 -
gca_046563445_1_petunia_x_hybrida_helixer_cm102212_1_004388_1_cnl            -            498 MADA                 -             21   6.5e-08   27.7   0.8   1   1   1.3e-07   1.5e-07   26.5   0.8     1    21     1    21     1    21 0.97 -
gob_00000000010_solanum_giganteum_helixer_chr5_003788_1_cnl                  -            475 MADA                 -             21   6.6e-08   27.7   0.7   1   1   1.5e-07   1.8e-07   26.3   0.7     1    21     1    21     1    21 0.97 -
gca_029948455_1_solanum_rostratum_helixer_cm057045_1_000876_1_cnl            -            496 MADA                 -             21   6.6e-08   27.7   0.5   1   1   1.4e-07   1.6e-07   26.5   0.5     1    21     1    21     1    21 0.98 -
gca_000393655_2_nicotiana_sylvestris_helixer_cm066012_1_001097_1_cnl         -            494 MADA                 -             21   7.1e-08   27.6   0.4   1   1   1.8e-07   2.2e-07   26.1   0.4     1    21     1    21     1    21 0.98 -
gca_031232105_1_capsicum_rhomboideum_helixer_cp124715_1_001562_1_cnl         -            494 MADA                 -             21   7.1e-08   27.6   0.2   1   1   1.5e-07   1.8e-07   26.3   0.2     1    21     1    21     1    21 0.97 -
gob_00000000016_solanum_mammosum_helixer_chr4_003125_1_cnl                   -            490 MADA                 -             21   7.1e-08   27.6   1.5   1   1     6e-08   7.1e-08   27.6   1.5     1    21     1    21     1    21 0.98 -
gol_00000000026_solanum_boliviense_helixer_pg5076_ptg0001_000823_1_cnl       -            494 MADA                 -             21   7.2e-08   27.6   1.4   1   1   6.1e-08   7.2e-08   27.6   1.4     1    21     1    21     1    21 0.97 -
gol_00000000017_solanum_buesii_helixer_pg4041_ptg0007_000734_1_cnl           -            496 MADA                 -             21   7.3e-08   27.6   1.4   1   1   6.1e-08   7.3e-08   27.6   1.4     1    21     1    21     1    21 0.97 -
goc_00000000030_solanum_tuberosum_helixer_c005_h2_chr4_2_000068_1_cnl        -            497 MADA                 -             21   7.3e-08   27.6   1.4   1   1   6.1e-08   7.3e-08   27.6   1.4     1    21     1    21     1    21 0.97 -
gob_00000000001_solanum_abutiloides_helixer_chr4_002182_1_cnl                -            493 MADA                 -             21   8.5e-08   27.4   1.4   1   1     3e-07   3.6e-07   25.4   1.4     1    21     1    21     1    21 0.98 -
goa_00000000039_solanum_tuberosum_helixer_chr04_hap15_v2_000084_1_cnl        -            483 MADA                 -             21   8.6e-08   27.3   1.4   1   1   7.2e-08   8.6e-08   27.3   1.4     1    21     1    21     1    21 0.97 -
gca_041430385_1_lycium_ruthenicum_helixer_cm084482_1_001641_1_cnl            -            494 MADA                 -             21   9.2e-08   27.2   0.6   1   1   1.9e-07   2.2e-07   26.0   0.6     1    21     1    21     1    21 0.98 -
gca_037074985_1_solanum_bulbocastanum_helixer_cm073600_1_000067_1_cnl        -            472 MADA                 -             21   9.3e-08   27.2   1.0   1   1   7.8e-08   9.3e-08   27.2   1.0     1    21     1    21     1    21 0.97 -
gol_00000000025_solanum_candolleanum_helixer_pg5068_chr04_003346_1_cnl       -            494 MADA                 -             21     1e-07   27.1   0.7   1   1   8.7e-08     1e-07   27.1   0.7     1    21     1    21     1    21 0.97 -
gol_00000000007_solanum_morelliforme_helixer_pg1011_ptg0021_000987_1_cnl     -            495 MADA                 -             21     1e-07   27.1   1.6   1   1   2.4e-07   2.9e-07   25.7   1.6     1    21     1    21     1    21 0.98 -
gca_000390325_3_nicotiana_tomentosiformis_helixer_cm066024_1_000570_1_cnl    -            494 MADA                 -             21   1.1e-07   27.0   0.3   1   1   2.4e-07   2.9e-07   25.7   0.3     1    21     1    21     1    21 0.98 -
gob_00000000033_solanum_torvum_helixer_chr4_000629_1_cnl                     -            496 MADA                 -             21   1.1e-07   27.0   0.7   1   1   9.1e-08   1.1e-07   27.0   0.7     1    21     1    21     1    21 0.97 -
gob_00000000033_solanum_torvum_helixer_chr4_002405_1_cnl                     -            496 MADA                 -             21   1.1e-07   27.0   0.7   1   1   9.1e-08   1.1e-07   27.0   0.7     1    21     1    21     1    21 0.97 -
gon_00000000001_nicotiana_benthamiana_helixer_nbe_v1_1_chr05_001178_1_cnl    -            503 MADA                 -             21   1.2e-07   26.9   1.8   1   1   1.2e-07   1.4e-07   26.7   0.3     1    21     1    21     1    21 0.98 -
gca_002271885_2_capsicum_baccatum_helixer_cm008443_1_003514_1_cnl            -            494 MADA                 -             21   1.2e-07   26.8   3.0   1   1   1.5e-07   1.8e-07   26.3   0.2     1    21     1    21     1    21 0.97 -
gca_000390325_3_nicotiana_tomentosiformis_helixer_cm066018_1_002039_1_cnl    -            499 MADA                 -             21   1.3e-07   26.8   0.9   1   1   1.1e-07   1.3e-07   26.8   0.9     1    21     1    21     1    21 0.97 -
gca_034376525_1_nicotiana_benthamiana_helixer_cm067327_1_001175_1_cnl        -            499 MADA                 -             21   1.3e-07   26.8   0.9   1   1   1.1e-07   1.3e-07   26.8   0.9     1    21     1    21     1    21 0.97 -
gon_00000000002_nicotiana_benthamiana_helixer_nbqld183c00_001577_1_cnl       -            499 MADA                 -             21   1.3e-07   26.8   0.9   1   1   1.1e-07   1.3e-07   26.8   0.9     1    21     1    21     1    21 0.97 -
gca_041430385_1_lycium_ruthenicum_helixer_cm084482_1_000481_1_cnl            -            493 MADA                 -             21   1.3e-07   26.7   1.6   1   1   3.1e-07   3.6e-07   25.4   1.6     1    21     1    21     1    21 0.96 -
gca_030407365_1_solanum_americanum_helixer_cm059532_1_000953_1_cnl           -            496 MADA                 -             21   1.6e-07   26.5   1.3   1   1   1.3e-07   1.6e-07   26.5   1.3     1    21     1    21     1    21 0.98 -
gca_026929995_1_petunia_axillaris_helixer_cm049419_1_004007_1_cnl            -            494 MADA                 -             21   1.6e-07   26.5   1.7   1   1   4.3e-07   5.1e-07   24.9   1.7     1    21     1    21     1    21 0.98 -
gca_003996215_1_jaltomata_sinuosa_helixer_qjpp01001184_1_000001_1_cnl        -            493 MADA                 -             21   1.7e-07   26.4   0.8   1   1   3.8e-07   4.5e-07   25.1   0.8     1    21     1    21     1    21 0.97 -
gca_020169585_1_solanum_tuberosum_helixer_cm034979_1_000071_1_cnl            -            498 MADA                 -             21   1.8e-07   26.3   1.8   1   1   1.5e-07   1.8e-07   26.3   1.8     2    21     6    25     5    25 0.96 -
gca_003996215_1_jaltomata_sinuosa_helixer_qjpp01007198_1_000029_1_cnl        -            495 MADA                 -             21     2e-07   26.2   0.5   1   1   4.3e-07   5.1e-07   24.9   0.5     1    21     1    21     1    21 0.95 -
gob_00000000001_solanum_abutiloides_helixer_chr4_000455_1_cnl                -            496 MADA                 -             21     2e-07   26.2   1.5   1   1   1.7e-07     2e-07   26.2   1.5     1    21     1    21     1    21 0.98 -
gob_00000000033_solanum_torvum_helixer_chr4_002667_1_cnl                     -            496 MADA                 -             21   2.1e-07   26.2   0.4   1   1   1.7e-07   2.1e-07   26.2   0.4     1    21     1    21     1    21 0.97 -
